sch_year,fips,state,grade,enrollment
2020-2021,36,NY,grade_1,28104
2020-2021,36,NY,grade_10,30864
2020-2021,36,NY,grade_11,29832
2020-2021,36,NY,grade_12,28741
2020-2021,36,NY,grade_2,27379
2020-2021,36,NY,grade_3,27129
2020-2021,36,NY,grade_4,27003
2020-2021,36,NY,grade_5,27446
2020-2021,36,NY,grade_6,28299
2020-2021,36,NY,grade_7,28717
2020-2021,36,NY,grade_8,28423
2020-2021,36,NY,grade_9,30369
2020-2021,36,NY,k_12_total,382644
2020-2021,36,NY,kindergarten_full_day,30947
2020-2021,36,NY,kindergarten_half_day,984
2020-2021,36,NY,ungraded_elementary,3655
2020-2021,36,NY,ungraded_secondary,4752
2020-2021,37,NC,grade_1,8656
2020-2021,37,NC,grade_10,7413
2020-2021,37,NC,grade_11,6911
2020-2021,37,NC,grade_12,6795
2020-2021,37,NC,grade_2,8454
2020-2021,37,NC,grade_3,8315
2020-2021,37,NC,grade_4,8222
2020-2021,37,NC,grade_5,8462
2020-2021,37,NC,grade_6,8973
2020-2021,37,NC,grade_7,9003
2020-2021,37,NC,grade_8,8620
2020-2021,37,NC,grade_9,7656
2020-2021,37,NC,k_12_total,107341
2020-2021,37,NC,kindergarten,9861
2020-2021,38,ND,grade_1 ,835
2020-2021,38,ND,grade_10 ,426
2020-2021,38,ND,grade_11 ,398
2020-2021,38,ND,grade_12 ,404
2020-2021,38,ND,grade_2 ,836
2020-2021,38,ND,grade_3 ,786
2020-2021,38,ND,grade_4 ,712
2020-2021,38,ND,grade_5 ,728
2020-2021,38,ND,grade_6 ,617
2020-2021,38,ND,grade_7 ,574
2020-2021,38,ND,grade_8 ,589
2020-2021,38,ND,grade_9 ,466
2020-2021,38,ND,k_12_total,8296
2020-2021,38,ND,kindergarten,925
2020-2021,39,OH,grade_1,13109
2020-2021,39,OH,grade_10,12090
2020-2021,39,OH,grade_11,11792
2020-2021,39,OH,grade_12,11642
2020-2021,39,OH,grade_2,12678
2020-2021,39,OH,grade_3,12667
2020-2021,39,OH,grade_4,12510
2020-2021,39,OH,grade_5,12362
2020-2021,39,OH,grade_6,12726
2020-2021,39,OH,grade_7,12497
2020-2021,39,OH,grade_8,12004
2020-2021,39,OH,grade_9,12473
2020-2021,39,OH,k_12_total,162917
2020-2021,39,OH,kindergarten,14367
2020-2021,42,PA,grade_1,15498
2020-2021,42,PA,grade_10,13256
2020-2021,42,PA,grade_11,13509
2020-2021,42,PA,grade_12,13473
2020-2021,42,PA,grade_2,15110
2020-2021,42,PA,grade_3,14801
2020-2021,42,PA,grade_4,14661
2020-2021,42,PA,grade_5,14898
2020-2021,42,PA,grade_6,14898
2020-2021,42,PA,grade_7_elementary,14587
2020-2021,42,PA,grade_8_elementary,14536
2020-2021,42,PA,grade_9,13308
2020-2021,42,PA,k_12_total,203322
2020-2021,42,PA,kindergarten_4,0
2020-2021,42,PA,kindergarten_5,16836
2020-2021,42,PA,ungraded_elementary,697
2020-2021,42,PA,ungraded_secondary,13254
2020-2021,44,RI,grade_1,361
2020-2021,44,RI,grade_10,900
2020-2021,44,RI,grade_11,996
2020-2021,44,RI,grade_12,1070
2020-2021,44,RI,grade_2,370
2020-2021,44,RI,grade_3,377
2020-2021,44,RI,grade_4,386
2020-2021,44,RI,grade_5,431
2020-2021,44,RI,grade_6,551
2020-2021,44,RI,grade_7,570
2020-2021,44,RI,grade_8,671
2020-2021,44,RI,grade_9,932
2020-2021,44,RI,k_12_total,8053
2020-2021,44,RI,kindergarten,438
2020-2021,45,SC,grade_1,2820
2020-2021,45,SC,grade_10,2492
2020-2021,45,SC,grade_11,2379
2020-2021,45,SC,grade_12,2267
2020-2021,45,SC,grade_2,2737
2020-2021,45,SC,grade_3,2606
2020-2021,45,SC,grade_4,2518
2020-2021,45,SC,grade_5,2595
2020-2021,45,SC,grade_6,2707
2020-2021,45,SC,grade_7,2774
2020-2021,45,SC,grade_8,2877
2020-2021,45,SC,grade_9,2630
2020-2021,45,SC,k_12_total,33492
2020-2021,45,SC,kindergarten,3715
2020-2021,45,SC,ungraded_total,1419
2020-2021,46,SD,grade_1,1252
2020-2021,46,SD,grade_10,1148
2020-2021,46,SD,grade_11,1027
2020-2021,46,SD,grade_12,1078
2020-2021,46,SD,grade_2,1201
2020-2021,46,SD,grade_3,1149
2020-2021,46,SD,grade_4,1122
2020-2021,46,SD,grade_5,1085
2020-2021,46,SD,grade_6,1054
2020-2021,46,SD,grade_7,1114
2020-2021,46,SD,grade_8,1134
2020-2021,46,SD,grade_9,1112
2020-2021,46,SD,k_12_total,14547
2020-2021,46,SD,kindergarten,1071
2020-2021,47,TN,k_12_total,87360
2020-2021,50,VT,k_12_total,8616
2020-2021,53,WA,grade_1,5625
2020-2021,53,WA,grade_10,4548
2020-2021,53,WA,grade_11,4254
2020-2021,53,WA,grade_12,4069
2020-2021,53,WA,grade_2,5599
2020-2021,53,WA,grade_3,5426
2020-2021,53,WA,grade_4,5245
2020-2021,53,WA,grade_5,5427
2020-2021,53,WA,grade_6,5564
2020-2021,53,WA,grade_7,5396
2020-2021,53,WA,grade_8,5473
2020-2021,53,WA,grade_9,4555
2020-2021,53,WA,k_12_total,74856
2020-2021,53,WA,kindergarten,6466
2020-2021,54,WV,k_12_total,11241
2020-2021,55,WI,grade_1,9285
2020-2021,55,WI,grade_10,6052
2020-2021,55,WI,grade_11,5804
2020-2021,55,WI,grade_12,5460
2020-2021,55,WI,grade_2,9146
2020-2021,55,WI,grade_3,9147
2020-2021,55,WI,grade_4,8973
2020-2021,55,WI,grade_5,8993
2020-2021,55,WI,grade_6,9129
2020-2021,55,WI,grade_7,9169
2020-2021,55,WI,grade_8,8781
2020-2021,55,WI,grade_9,6474
2020-2021,55,WI,k_12_total,114508
2020-2021,55,WI,kindergarten,9525
2020-2021,55,WI,kindergarten_4,7611
2020-2021,55,WI,ungraded_elementary,959
2020-2021,55,WI,ungraded_secondary,0
2021-2022,5,AR,pk_12_total,15484
2021-2022,6,CA,grade_1,38790
2021-2022,6,CA,grade_10,38175
2021-2022,6,CA,grade_11,36729
2021-2022,6,CA,grade_12,37805
2021-2022,6,CA,grade_2,37733
2021-2022,6,CA,grade_3,36651
2021-2022,6,CA,grade_4,36264
2021-2022,6,CA,grade_5,36672
2021-2022,6,CA,grade_6,38916
2021-2022,6,CA,grade_7,37747
2021-2022,6,CA,grade_8,38718
2021-2022,6,CA,grade_9,39243
2021-2022,6,CA,k_12_total,498486
2021-2022,6,CA,kindergarten,45037
2021-2022,6,CA,ungraded_elementary,4
2021-2022,6,CA,ungraded_secondary,2
2021-2022,8,CO,grade_1,2630
2021-2022,8,CO,grade_10,2789
2021-2022,8,CO,grade_11,2743
2021-2022,8,CO,grade_12,2637
2021-2022,8,CO,grade_2,2571
2021-2022,8,CO,grade_3,2521
2021-2022,8,CO,grade_4,2486
2021-2022,8,CO,grade_5,2555
2021-2022,8,CO,grade_6,2674
2021-2022,8,CO,grade_7,2652
2021-2022,8,CO,grade_8,2567
2021-2022,8,CO,grade_9,2882
2021-2022,8,CO,k_12_total,34916
2021-2022,8,CO,kindergarten,3209
2021-2022,9,CT,grade_1,2405
2021-2022,9,CT,grade_10,5386
2021-2022,9,CT,grade_11,5691
2021-2022,9,CT,grade_12,6222
2021-2022,9,CT,grade_2,2318
2021-2022,9,CT,grade_3,2408
2021-2022,9,CT,grade_4,2425
2021-2022,9,CT,grade_5,2722
2021-2022,9,CT,grade_6,2968
2021-2022,9,CT,grade_7,3178
2021-2022,9,CT,grade_8,3507
2021-2022,9,CT,grade_9,5074
2021-2022,9,CT,k_12_total,46853
2021-2022,9,CT,kindergarten_extended,30
2021-2022,9,CT,kindergarten_full_day,2468
2021-2022,9,CT,kindergarten_half_day,51
2021-2022,10,DE,grade_1,1069
2021-2022,10,DE,grade_10,1416
2021-2022,10,DE,grade_11,1399
2021-2022,10,DE,grade_12,1412
2021-2022,10,DE,grade_2,1006
2021-2022,10,DE,grade_3,998
2021-2022,10,DE,grade_4,979
2021-2022,10,DE,grade_5,1036
2021-2022,10,DE,grade_6,1083
2021-2022,10,DE,grade_7,1178
2021-2022,10,DE,grade_8,1077
2021-2022,10,DE,grade_9,1430
2021-2022,10,DE,k_12_total,15630
2021-2022,10,DE,kindergarten,1323
2021-2022,10,DE,ungraded_elementary,163
2021-2022,10,DE,ungraded_secondary,61
2021-2022,11,DC,k_12_total,16220
2021-2022,12,FL,grade_1,31493
2021-2022,12,FL,grade_10,26107
2021-2022,12,FL,grade_11,24885
2021-2022,12,FL,grade_12,25666
2021-2022,12,FL,grade_2,29928
2021-2022,12,FL,grade_3,28686
2021-2022,12,FL,grade_4,28714
2021-2022,12,FL,grade_5,28655
2021-2022,12,FL,grade_6,29962
2021-2022,12,FL,grade_7,29439
2021-2022,12,FL,grade_8,29407
2021-2022,12,FL,grade_9,28411
2021-2022,12,FL,k_12_total,374962
2021-2022,12,FL,kindergarten,33609
2021-2022,13,GA,grade_1,7116
2021-2022,13,GA,grade_10,8207
2021-2022,13,GA,grade_11,7994
2021-2022,13,GA,grade_12,7655
2021-2022,13,GA,grade_2,6949
2021-2022,13,GA,grade_3,6932
2021-2022,13,GA,grade_4,7045
2021-2022,13,GA,grade_5,7179
2021-2022,13,GA,grade_6,8214
2021-2022,13,GA,grade_7,8377
2021-2022,13,GA,grade_8,8744
2021-2022,13,GA,grade_9,8487
2021-2022,13,GA,k_12_total,100246
2021-2022,13,GA,kindergarten,7347
2021-2022,15,HI,grade_1,1950
2021-2022,15,HI,grade_10,2848
2021-2022,15,HI,grade_11,2819
2021-2022,15,HI,grade_12,2925
2021-2022,15,HI,grade_2,1892
2021-2022,15,HI,grade_3,1866
2021-2022,15,HI,grade_4,1921
2021-2022,15,HI,grade_5,1889
2021-2022,15,HI,grade_6,2414
2021-2022,15,HI,grade_7,2515
2021-2022,15,HI,grade_8,2770
2021-2022,15,HI,grade_9,3014
2021-2022,15,HI,k_12_total,31018
2021-2022,15,HI,kindergarten,2195
2021-2022,17,IL,grade_1,12438
2021-2022,17,IL,grade_10,11409
2021-2022,17,IL,grade_11,11489
2021-2022,17,IL,grade_12,12071
2021-2022,17,IL,grade_2,12109
2021-2022,17,IL,grade_3,11492
2021-2022,17,IL,grade_4,11336
2021-2022,17,IL,grade_5,11194
2021-2022,17,IL,grade_6,11490
2021-2022,17,IL,grade_7,11643
2021-2022,17,IL,grade_8,11586
2021-2022,17,IL,grade_9,12375
2021-2022,17,IL,k_12_estimate,166129
2021-2022,17,IL,kindergarten,13776
2021-2022,17,IL,pk_12_total,190123
2021-2022,17,IL,pre_k,23114
2021-2022,17,IL,ungraded_elementary,60
2021-2022,17,IL,ungraded_pre_k,880
2021-2022,17,IL,ungraded_secondary,32
2021-2022,18,IN,grade_1,6520
2021-2022,18,IN,grade_10,4799
2021-2022,18,IN,grade_11,4608
2021-2022,18,IN,grade_12,4496
2021-2022,18,IN,grade_2,6516
2021-2022,18,IN,grade_3,6458
2021-2022,18,IN,grade_4,6482
2021-2022,18,IN,grade_5,6457
2021-2022,18,IN,grade_6,6288
2021-2022,18,IN,grade_7,6104
2021-2022,18,IN,grade_8,5976
2021-2022,18,IN,grade_9,4971
2021-2022,18,IN,k_12_total,76360
2021-2022,18,IN,kindergarten,6685
2021-2022,19,IA,grade_1,3136
2021-2022,19,IA,grade_10,1804
2021-2022,19,IA,grade_11,1799
2021-2022,19,IA,grade_12,1899
2021-2022,19,IA,grade_2,3005
2021-2022,19,IA,grade_3,3017
2021-2022,19,IA,grade_4,3003
2021-2022,19,IA,grade_5,2786
2021-2022,19,IA,grade_6,2709
2021-2022,19,IA,grade_7,2432
2021-2022,19,IA,grade_8,2410
2021-2022,19,IA,grade_9,1965
2021-2022,19,IA,k_12_total,33304
2021-2022,19,IA,kindergarten,3339
2021-2022,20,KS,3_and_4y_special_education,7
2021-2022,20,KS,grade_1,2364
2021-2022,20,KS,grade_10,1524
2021-2022,20,KS,grade_11,1598
2021-2022,20,KS,grade_12,1541
2021-2022,20,KS,grade_2,2337
2021-2022,20,KS,grade_3,2363
2021-2022,20,KS,grade_4,2282
2021-2022,20,KS,grade_5,2242
2021-2022,20,KS,grade_6,2193
2021-2022,20,KS,grade_7,1981
2021-2022,20,KS,grade_8,1885
2021-2022,20,KS,grade_9,1626
2021-2022,20,KS,k_12_total,26346
2021-2022,20,KS,kindergarten,2374
2021-2022,20,KS,ungraded_total,29
2021-2022,22,LA,k_12_total,107489
2021-2022,24,MD,grade_1,7273
2021-2022,24,MD,grade_10,7964
2021-2022,24,MD,grade_11,7568
2021-2022,24,MD,grade_12,7340
2021-2022,24,MD,grade_2,6996
2021-2022,24,MD,grade_3,6977
2021-2022,24,MD,grade_4,6938
2021-2022,24,MD,grade_5,7191
2021-2022,24,MD,grade_6,7829
2021-2022,24,MD,grade_7,7694
2021-2022,24,MD,grade_8,7991
2021-2022,24,MD,grade_9,8002
2021-2022,24,MD,k_12_total,97900
2021-2022,24,MD,kindergarten,8137
2021-2022,25,MA,grade_1,4159
2021-2022,25,MA,grade_10,7667
2021-2022,25,MA,grade_11,7616
2021-2022,25,MA,grade_12,7982
2021-2022,25,MA,grade_2,3944
2021-2022,25,MA,grade_3,3960
2021-2022,25,MA,grade_4,4092
2021-2022,25,MA,grade_5,4365
2021-2022,25,MA,grade_6,4977
2021-2022,25,MA,grade_7,5539
2021-2022,25,MA,grade_8,6014
2021-2022,25,MA,grade_9,7739
2021-2022,25,MA,k_12_total,72450
2021-2022,25,MA,kindergarten,4396
2021-2022,26,MI,grade_1,7479
2021-2022,26,MI,grade_10,6481
2021-2022,26,MI,grade_11,6554
2021-2022,26,MI,grade_12,6718
2021-2022,26,MI,grade_2,7313
2021-2022,26,MI,grade_3,7010
2021-2022,26,MI,grade_4,7136
2021-2022,26,MI,grade_5,6906
2021-2022,26,MI,grade_6,7015
2021-2022,26,MI,grade_7,6953
2021-2022,26,MI,grade_8,6981
2021-2022,26,MI,grade_9,6418
2021-2022,26,MI,k_12_total,90976
2021-2022,26,MI,kindergarten,8012
2021-2022,27,MN,grade_1,6462
2021-2022,27,MN,grade_10,4264
2021-2022,27,MN,grade_11,4161
2021-2022,27,MN,grade_12,4033
2021-2022,27,MN,grade_2,6195
2021-2022,27,MN,grade_3,6022
2021-2022,27,MN,grade_4,5843
2021-2022,27,MN,grade_5,5671
2021-2022,27,MN,grade_6,5591
2021-2022,27,MN,grade_7,5362
2021-2022,27,MN,grade_8,5233
2021-2022,27,MN,grade_9,4364
2021-2022,27,MN,k_12_total,69971
2021-2022,27,MN,kindergarten,6770
2021-2022,30,MT,k_12_total,8634
2021-2022,30,MT,kindergarten,NA
2021-2022,30,MT,ungraded_elementary_middle,6841
2021-2022,30,MT,ungraded_high_school,1793
2021-2022,31,NE,grade_1,2771
2021-2022,31,NE,grade_10,2150
2021-2022,31,NE,grade_11,2280
2021-2022,31,NE,grade_12,2225
2021-2022,31,NE,grade_2,2819
2021-2022,31,NE,grade_3,2816
2021-2022,31,NE,grade_4,2623
2021-2022,31,NE,grade_5,2606
2021-2022,31,NE,grade_6,2584
2021-2022,31,NE,grade_7,2496
2021-2022,31,NE,grade_8,2564
2021-2022,31,NE,grade_9,2163
2021-2022,31,NE,k_12_total,33028
2021-2022,31,NE,kindergarten,2931
2021-2022,32,NV,grade_1,2018
2021-2022,32,NV,grade_10,1303
2021-2022,32,NV,grade_11,1270
2021-2022,32,NV,grade_12,1098
2021-2022,32,NV,grade_2,1817
2021-2022,32,NV,grade_3,1762
2021-2022,32,NV,grade_4,1648
2021-2022,32,NV,grade_5,1629
2021-2022,32,NV,grade_6,1624
2021-2022,32,NV,grade_7,1543
2021-2022,32,NV,grade_8,1463
2021-2022,32,NV,grade_9,1504
2021-2022,32,NV,k_12_total,20893
2021-2022,32,NV,kindergarten,2214
2021-2022,33,NH,elementary_special_education,401
2021-2022,33,NH,grade_1,868
2021-2022,33,NH,grade_10,1773
2021-2022,33,NH,grade_11,1967
2021-2022,33,NH,grade_12,1923
2021-2022,33,NH,grade_2,804
2021-2022,33,NH,grade_3,790
2021-2022,33,NH,grade_4,765
2021-2022,33,NH,grade_5,851
2021-2022,33,NH,grade_6,879
2021-2022,33,NH,grade_7,911
2021-2022,33,NH,grade_8,990
2021-2022,33,NH,grade_9,1601
2021-2022,33,NH,k_12_total,15926
2021-2022,33,NH,kindergarten,904
2021-2022,33,NH,secondary_special_education,461
2021-2022,33,NH,ungraded_elementary,13
2021-2022,33,NH,ungraded_secondary,25
2021-2022,34,NJ,grade_1,11929
2021-2022,34,NJ,grade_10,12290
2021-2022,34,NJ,grade_11,12145
2021-2022,34,NJ,grade_12,11698
2021-2022,34,NJ,grade_2,11515
2021-2022,34,NJ,grade_3,11230
2021-2022,34,NJ,grade_4,10830
2021-2022,34,NJ,grade_5,10948
2021-2022,34,NJ,grade_6,10960
2021-2022,34,NJ,grade_7,11101
2021-2022,34,NJ,grade_8,11165
2021-2022,34,NJ,grade_9,12598
2021-2022,34,NJ,k_12_total,152311
2021-2022,34,NJ,kindergarten,13769
2021-2022,34,NJ,ungraded_total,133
2021-2022,36,NY,grade_1,28020
2021-2022,36,NY,grade_10,30096
2021-2022,36,NY,grade_11,29567
2021-2022,36,NY,grade_12,28470
2021-2022,36,NY,grade_2,27564
2021-2022,36,NY,grade_3,27226
2021-2022,36,NY,grade_4,26724
2021-2022,36,NY,grade_5,26994
2021-2022,36,NY,grade_6,28493
2021-2022,36,NY,grade_7,28446
2021-2022,36,NY,grade_8,28214
2021-2022,36,NY,grade_9,31668
2021-2022,36,NY,k_12_total,382510
2021-2022,36,NY,kindergarten_full_day,31656
2021-2022,36,NY,kindergarten_half_day,849
2021-2022,36,NY,ungraded_elementary,3730
2021-2022,36,NY,ungraded_secondary,4793
2021-2022,37,NC,grade_1,9771
2021-2022,37,NC,grade_10,7674
2021-2022,37,NC,grade_11,7185
2021-2022,37,NC,grade_12,6875
2021-2022,37,NC,grade_2,9335
2021-2022,37,NC,grade_3,9232
2021-2022,37,NC,grade_4,8953
2021-2022,37,NC,grade_5,9104
2021-2022,37,NC,grade_6,9528
2021-2022,37,NC,grade_7,9346
2021-2022,37,NC,grade_8,9281
2021-2022,37,NC,grade_9,8183
2021-2022,37,NC,k_12_total,115311
2021-2022,37,NC,kindergarten,10844
2021-2022,38,ND,grade_1 ,872
2021-2022,38,ND,grade_10 ,454
2021-2022,38,ND,grade_11 ,397
2021-2022,38,ND,grade_12 ,398
2021-2022,38,ND,grade_2 ,815
2021-2022,38,ND,grade_3 ,802
2021-2022,38,ND,grade_4 ,755
2021-2022,38,ND,grade_5 ,707
2021-2022,38,ND,grade_6 ,630
2021-2022,38,ND,grade_7 ,564
2021-2022,38,ND,grade_8 ,579
2021-2022,38,ND,grade_9 ,524
2021-2022,38,ND,k_12_total,8463
2021-2022,38,ND,kindergarten,966
2021-2022,39,OH,grade_1,13714
2021-2022,39,OH,grade_10,12255
2021-2022,39,OH,grade_11,11789
2021-2022,39,OH,grade_12,11568
2021-2022,39,OH,grade_2,13448
2021-2022,39,OH,grade_3,13079
2021-2022,39,OH,grade_4,13096
2021-2022,39,OH,grade_5,12801
2021-2022,39,OH,grade_6,12559
2021-2022,39,OH,grade_7,12680
2021-2022,39,OH,grade_8,12498
2021-2022,39,OH,grade_9,12638
2021-2022,39,OH,k_12_total,167395
2021-2022,39,OH,kindergarten,15270
2021-2022,42,PA,grade_1,16659
2021-2022,42,PA,grade_10,13460
2021-2022,42,PA,grade_11,13246
2021-2022,42,PA,grade_12,13327
2021-2022,42,PA,grade_2,16097
2021-2022,42,PA,grade_3,15675
2021-2022,42,PA,grade_4,15345
2021-2022,42,PA,grade_5,15285
2021-2022,42,PA,grade_6,15514
2021-2022,42,PA,grade_7_elementary,15173
2021-2022,42,PA,grade_8_elementary,15215
2021-2022,42,PA,grade_9,13744
2021-2022,42,PA,grade_K4,0
2021-2022,42,PA,grade_K5,18213
2021-2022,42,PA,k_12_total,211201
2021-2022,42,PA,ungraded_elementary,867
2021-2022,42,PA,ungraded_secondary,13381
2021-2022,44,RI,grade_1,849
2021-2022,44,RI,grade_10,1517
2021-2022,44,RI,grade_11,1454
2021-2022,44,RI,grade_12,1578
2021-2022,44,RI,grade_2,802
2021-2022,44,RI,grade_3,845
2021-2022,44,RI,grade_4,854
2021-2022,44,RI,grade_5,925
2021-2022,44,RI,grade_6,1076
2021-2022,44,RI,grade_7,1096
2021-2022,44,RI,grade_8,1211
2021-2022,44,RI,grade_9,1472
2021-2022,44,RI,k_12_total,14727
2021-2022,44,RI,kindergarten,1048
2021-2022,45,SC,grade_1,2529
2021-2022,45,SC,grade_10,2011
2021-2022,45,SC,grade_11,1937
2021-2022,45,SC,grade_12,1778
2021-2022,45,SC,grade_2,2278
2021-2022,45,SC,grade_3,2316
2021-2022,45,SC,grade_4,2247
2021-2022,45,SC,grade_5,2148
2021-2022,45,SC,grade_6,2304
2021-2022,45,SC,grade_7,2349
2021-2022,45,SC,grade_8,2370
2021-2022,45,SC,grade_9,2221
2021-2022,45,SC,k_12_total,37311
2021-2022,45,SC,kindergarten,3076
2021-2022,45,SC,ungraded_total,387
2021-2022,46,SD,grade_1,1139
2021-2022,46,SD,grade_10,985
2021-2022,46,SD,grade_11,974
2021-2022,46,SD,grade_12,1002
2021-2022,46,SD,grade_2,1264
2021-2022,46,SD,grade_3,1151
2021-2022,46,SD,grade_4,1130
2021-2022,46,SD,grade_5,1152
2021-2022,46,SD,grade_6,1053
2021-2022,46,SD,grade_7,1096
2021-2022,46,SD,grade_8,1132
2021-2022,46,SD,grade_9,1254
2021-2022,46,SD,k_12_total,14531
2021-2022,46,SD,kindergarten,1199
2021-2022,47,TN,k_12_total,98452
2021-2022,48,TX,k_12_total,268752
2021-2022,50,VT,k_12_total,8966
2021-2022,53,WA,grade_1,7209
2021-2022,53,WA,grade_10,4668
2021-2022,53,WA,grade_11,4416
2021-2022,53,WA,grade_12,4253
2021-2022,53,WA,grade_2,6635
2021-2022,53,WA,grade_3,6369
2021-2022,53,WA,grade_4,6230
2021-2022,53,WA,grade_5,6135
2021-2022,53,WA,grade_6,6531
2021-2022,53,WA,grade_7,6078
2021-2022,53,WA,grade_8,6012
2021-2022,53,WA,grade_9,5233
2021-2022,53,WA,k_12_total,88058
2021-2022,53,WA,kindergarten,7976
2021-2022,54,WV,k_12_total,11769
2021-2022,55,WI,grade_1,9830
2021-2022,55,WI,grade_10,6220
2021-2022,55,WI,grade_11,5726
2021-2022,55,WI,grade_12,5567
2021-2022,55,WI,grade_2,9490
2021-2022,55,WI,grade_3,9383
2021-2022,55,WI,grade_4,9313
2021-2022,55,WI,grade_5,9046
2021-2022,55,WI,grade_6,9075
2021-2022,55,WI,grade_7,8910
2021-2022,55,WI,grade_8,9077
2021-2022,55,WI,grade_9,6802
2021-2022,55,WI,k_12_total,116969
2021-2022,55,WI,kindergarten,9817
2021-2022,55,WI,kindergarten_4,8164
2021-2022,55,WI,ungraded_elementary,545
2021-2022,55,WI,ungraded_secondary,4
